Category,Group,GC
Phylum,Firmicutes,35.57
Phylum,Firmicutes,36.65
Phylum,Firmicutes,35.41
Phylum,Firmicutes,35.13
Phylum,Firmicutes,35.17
Phylum,Firmicutes,39.76
Phylum,Firmicutes,37.69
Phylum,Firmicutes,38.28
Phylum,Firmicutes,38.51
Phylum,Firmicutes,38.16
Phylum,Firmicutes,39.76
Phylum,Proteobacteria,36.16
Phylum,Firmicutes,42.66
Phylum,Firmicutes,38.14
Phylum,Firmicutes,38.21
Phylum,Firmicutes,39.3
Phylum,Firmicutes,40.1
Phylum,Firmicutes,42.71
Phylum,Firmicutes,39.84
Phylum,Firmicutes,44.18
Phylum,Firmicutes,43.88
Phylum,Firmicutes,44.59
Phylum,Firmicutes,43.64
Phylum,Firmicutes,44.59
Phylum,Firmicutes,39.51
Phylum,Firmicutes,39.51
Phylum,Firmicutes,42.52
Phylum,Firmicutes,40.1
Phylum,Firmicutes,39.46
Phylum,Firmicutes,38.46
Phylum,Firmicutes,39.49
Phylum,Firmicutes,38.02
Phylum,Firmicutes,35.14
Phylum,Firmicutes,36.15
Phylum,Firmicutes,36.41
Phylum,Firmicutes,36.21
Phylum,Firmicutes,35.07
Phylum,Firmicutes,34.93
Phylum,Firmicutes,35.41
Phylum,Firmicutes,35.9
Phylum,Firmicutes,35.03
Phylum,Firmicutes,35.25
Phylum,Firmicutes,35.53
Phylum,Firmicutes,35.54
Phylum,Firmicutes,35.14
Phylum,Firmicutes,35.2
Phylum,Firmicutes,40.1
Phylum,Firmicutes,43.96
Phylum,Firmicutes,43.62
Phylum,Firmicutes,35.14
Phylum,Firmicutes,35.88
Phylum,Firmicutes,35.88
Phylum,Firmicutes,37.93
Phylum,Firmicutes,36.63
Phylum,Firmicutes,37.01
Phylum,Firmicutes,37.14
Phylum,Firmicutes,36.89
Phylum,Firmicutes,37.19
Phylum,Firmicutes,36.38
Phylum,Firmicutes,37.97
Phylum,Firmicutes,36.95
Phylum,Firmicutes,36.9
Phylum,Firmicutes,37
Phylum,Firmicutes,37.6
Phylum,Firmicutes,37.03
Taxonomy,Schitoviridae,42.79
Taxonomy,Schitoviridae,43.06
Taxonomy,Schitoviridae,43.19
Taxonomy,Schitoviridae,43.38
Taxonomy,Schitoviridae,43.07
Taxonomy,Schitoviridae,43.2
Taxonomy,Schitoviridae,42.94
Taxonomy,Schitoviridae,43.37
Taxonomy,Schitoviridae,43.38
Taxonomy,Schitoviridae,43.43
Taxonomy,Schitoviridae,43.29
Taxonomy,Schitoviridae,42.42
Taxonomy,Schitoviridae,42.97
Taxonomy,Schitoviridae,42.42
Taxonomy,Schitoviridae,43.31
Taxonomy,Schitoviridae,42.45
Taxonomy,Schitoviridae,43.47
Taxonomy,Schitoviridae,42.87
Taxonomy,Schitoviridae,43.38
Taxonomy,Schitoviridae,43.5
Taxonomy,Schitoviridae,42.77
Taxonomy,Schitoviridae,43.08
Taxonomy,Schitoviridae,41.1
Taxonomy,Schitoviridae,43.51
Taxonomy,Schitoviridae,43.08
Taxonomy,Schitoviridae,43.98
Taxonomy,Schitoviridae,43
Taxonomy,Schitoviridae,43.45
Taxonomy,Schitoviridae,42.85
Taxonomy,Schitoviridae,43.22
Taxonomy,Schitoviridae,43.23
Taxonomy,Schitoviridae,43.23
Taxonomy,Schitoviridae,43.47
Taxonomy,Schitoviridae,42.63
Taxonomy,Schitoviridae,43.51
Taxonomy,Schitoviridae,43.18
Taxonomy,Schitoviridae,43.33
Taxonomy,Schitoviridae,43.08
Taxonomy,Schitoviridae,41.32
Taxonomy,Schitoviridae,41.38
Taxonomy,Schitoviridae,41.15
Taxonomy,Schitoviridae,40.74
Taxonomy,Schitoviridae,41.15
Taxonomy,Schitoviridae,42.03
Taxonomy,Schitoviridae,32.42
Taxonomy,Schitoviridae,33.24
Taxonomy,Schitoviridae,30.62
Taxonomy,Schitoviridae,30.87
Taxonomy,Schitoviridae,30.6
Taxonomy,Schitoviridae,30.62
Taxonomy,Schitoviridae,37.36
Taxonomy,Schitoviridae,36.15
Taxonomy,Schitoviridae,32.62
Taxonomy,Schitoviridae,33.14
Taxonomy,Salasmaviridae,33.62
Taxonomy,Salasmaviridae,33.5
Taxonomy,Herelleviridae,31.18
Taxonomy,Herelleviridae,31.57
Taxonomy,Herelleviridae,31.21
Taxonomy,Herelleviridae,31.26
Taxonomy,Herelleviridae,31.46
Taxonomy,Herelleviridae,31.47
Taxonomy,Herelleviridae,31.69
Taxonomy,Herelleviridae,37.98
Taxonomy,Salasmaviridae,48.11
Taxonomy,Salasmaviridae,35.66
Taxonomy,Salasmaviridae,38.26
Taxonomy,Salasmaviridae,39.31
Taxonomy,Salasmaviridae,39.86
Taxonomy,Salasmaviridae,39.43
Taxonomy,Salasmaviridae,39.99
Taxonomy,Drexlerviridae,56.98
Taxonomy,Drexlerviridae,56.58
Taxonomy,Drexlerviridae,58.09
Taxonomy,Drexlerviridae,50.71
Taxonomy,Drexlerviridae,47.39
Taxonomy,Drexlerviridae,39.22
Taxonomy,Drexlerviridae,44.96
Taxonomy,Drexlerviridae,49.15
Taxonomy,Drexlerviridae,35.31
Taxonomy,Drexlerviridae,38.02
Taxonomy,Drexlerviridae,35.79
Taxonomy,Drexlerviridae,32.9
Taxonomy,Drexlerviridae,46.73
Taxonomy,Herelleviridae,28.42
Taxonomy,Salasmaviridae,45.91
Taxonomy,Drexlerviridae,53.35
Taxonomy,Drexlerviridae,50.23
Taxonomy,Drexlerviridae,50.09
Taxonomy,Drexlerviridae,56.49
Taxonomy,Salasmaviridae,48.02
Taxonomy,Drexlerviridae,49.57
Taxonomy,Drexlerviridae,56.49
Taxonomy,Schitoviridae,43.08
Taxonomy,Salasmaviridae,35.13
Taxonomy,Salasmaviridae,35.66
Taxonomy,Salasmaviridae,35.21
Taxonomy,Salasmaviridae,35.87
Taxonomy,Salasmaviridae,35.7
Taxonomy,Salasmaviridae,35.17
Taxonomy,Salasmaviridae,35.41
Taxonomy,Salasmaviridae,35.7
Taxonomy,Salasmaviridae,36.04
Taxonomy,Salasmaviridae,35.85
Taxonomy,Salasmaviridae,35.4
Taxonomy,Drexlerviridae,35.74
Taxonomy,Drexlerviridae,35.65
Taxonomy,Salasmaviridae,34.88
Taxonomy,Salasmaviridae,35.63
Taxonomy,Salasmaviridae,35.66
Taxonomy,Salasmaviridae,35.87
Taxonomy,Salasmaviridae,35.4
Taxonomy,Salasmaviridae,35.85
Taxonomy,Salasmaviridae,35.87
Taxonomy,Salasmaviridae,35.17
Taxonomy,Salasmaviridae,35.63
Taxonomy,Salasmaviridae,36.04
Taxonomy,Salasmaviridae,35.17
Taxonomy,Salasmaviridae,35.4
Taxonomy,Salasmaviridae,35.87
Taxonomy,Salasmaviridae,35.4
Taxonomy,Salasmaviridae,35.63
Taxonomy,Salasmaviridae,35.66
Taxonomy,Salasmaviridae,35.7
Taxonomy,Salasmaviridae,35.13
Taxonomy,Salasmaviridae,35.63
Taxonomy,Salasmaviridae,35.41
Taxonomy,Salasmaviridae,35.85
Taxonomy,Salasmaviridae,36.04
Taxonomy,Drexlerviridae,35.65
Taxonomy,Salasmaviridae,34.88
Taxonomy,Salasmaviridae,31.58
Taxonomy,Salasmaviridae,30.74
Taxonomy,Salasmaviridae,45.91
Taxonomy,Salasmaviridae,38.46
Taxonomy,Herelleviridae,36.74
Taxonomy,Herelleviridae,35.83
Taxonomy,Salasmaviridae,35.97
Taxonomy,Salasmaviridae,33.5
Taxonomy,Salasmaviridae,35.76
Taxonomy,Salasmaviridae,35.97
Taxonomy,Herelleviridae,37.15
Taxonomy,Herelleviridae,35.63
Taxonomy,Herelleviridae,35.65
Taxonomy,Herelleviridae,37.19
Taxonomy,Herelleviridae,36.34
Taxonomy,Herelleviridae,34.15
Taxonomy,Herelleviridae,33.95
Taxonomy,Salasmaviridae,35.03
Taxonomy,Herelleviridae,34.6
Taxonomy,Schitoviridae,42.77
Taxonomy,Herelleviridae,33.86
Taxonomy,Herelleviridae,35.78
Taxonomy,Herelleviridae,33.95
Taxonomy,Herelleviridae,33.95
Taxonomy,Herelleviridae,34.06
Taxonomy,Herelleviridae,34.15
Taxonomy,Herelleviridae,35.63
Taxonomy,Herelleviridae,36.74
Taxonomy,Herelleviridae,34.14
Taxonomy,Herelleviridae,35.63
Taxonomy,Herelleviridae,36.95
Taxonomy,Herelleviridae,37.27
Taxonomy,Herelleviridae,37.27
Taxonomy,Herelleviridae,36.95
Taxonomy,Herelleviridae,37.15
Taxonomy,Herelleviridae,34.06
Taxonomy,Herelleviridae,33.95
Taxonomy,Herelleviridae,34.15
Taxonomy,Herelleviridae,33.95
Taxonomy,Herelleviridae,34.6
Taxonomy,Herelleviridae,34.27
Taxonomy,Herelleviridae,34.06
Taxonomy,Herelleviridae,34.6
Taxonomy,Herelleviridae,35.65
Taxonomy,Herelleviridae,33.94
Taxonomy,Herelleviridae,35.65
Taxonomy,Herelleviridae,36.32
Taxonomy,Herelleviridae,36.34
Taxonomy,Herelleviridae,37.19
Taxonomy,Herelleviridae,37.19
Taxonomy,Herelleviridae,37.52
Taxonomy,Herelleviridae,37.52
Taxonomy,Herelleviridae,37.13
Taxonomy,Salasmaviridae,38.04
Taxonomy,Salasmaviridae,29.2
Taxonomy,Salasmaviridae,29.2
Taxonomy,Herelleviridae,37.14
Taxonomy,Herelleviridae,36.74
Taxonomy,Herelleviridae,31.18
Taxonomy,Herelleviridae,31.57
Taxonomy,Herelleviridae,33.16
Taxonomy,Herelleviridae,33.17
Taxonomy,Herelleviridae,33.03
Taxonomy,Herelleviridae,34.62
Taxonomy,Herelleviridae,33.66
Taxonomy,Herelleviridae,33.65
Taxonomy,Salasmaviridae,32.83
Taxonomy,Herelleviridae,34.64
Taxonomy,Herelleviridae,36.3
Taxonomy,Herelleviridae,35.83
Taxonomy,Herelleviridae,35.27
Taxonomy,Herelleviridae,36.65
Taxonomy,Herelleviridae,35.71
Taxonomy,Herelleviridae,35.06
Taxonomy,Herelleviridae,34.1
Taxonomy,Herelleviridae,36.5
Taxonomy,Herelleviridae,36.45
Taxonomy,Herelleviridae,36.47
Taxonomy,Herelleviridae,36.08
Taxonomy,Herelleviridae,36.18
Taxonomy,Herelleviridae,36.46
Taxonomy,Herelleviridae,35.95
Taxonomy,Herelleviridae,36.76
Taxonomy,Herelleviridae,36.17
Taxonomy,Salasmaviridae,34.96
Taxonomy,Herelleviridae,36.78
Taxonomy,Salasmaviridae,34.96
Taxonomy,Salasmaviridae,38.57
Taxonomy,Salasmaviridae,40.36
Taxonomy,Salasmaviridae,40.41
Taxonomy,Herelleviridae,24.54
Taxonomy,Herelleviridae,24.57
Taxonomy,Herelleviridae,34.14
Taxonomy,Salasmaviridae,36.62
Taxonomy,Salasmaviridae,37.84
Taxonomy,Salasmaviridae,35.03
Taxonomy,Schitoviridae,30.06
Taxonomy,Salasmaviridae,35.24
Taxonomy,Salasmaviridae,35.13
Taxonomy,Salasmaviridae,30.45
Taxonomy,Herelleviridae,30.52
Taxonomy,Herelleviridae,30.77
Taxonomy,Salasmaviridae,43.96
Taxonomy,Salasmaviridae,43.85
Taxonomy,Salasmaviridae,43.79
Taxonomy,Salasmaviridae,43.41
Taxonomy,Salasmaviridae,43.62
Taxonomy,Salasmaviridae,44.1
Taxonomy,Salasmaviridae,43.89
Taxonomy,Salasmaviridae,43.61
Taxonomy,Salasmaviridae,43.27
Taxonomy,Salasmaviridae,43.42
Taxonomy,Salasmaviridae,43.69
Taxonomy,Salasmaviridae,43.62
Taxonomy,Salasmaviridae,43.66
Taxonomy,Salasmaviridae,43.96
Taxonomy,Salasmaviridae,43.85
Taxonomy,Salasmaviridae,43.79
Taxonomy,Salasmaviridae,43.35
Taxonomy,Salasmaviridae,43.62
Taxonomy,Salasmaviridae,43.41
Taxonomy,Salasmaviridae,43.28
Taxonomy,Salasmaviridae,43.62
Taxonomy,Salasmaviridae,43.61
Taxonomy,Salasmaviridae,43.66
Taxonomy,Salasmaviridae,43.62
Taxonomy,Salasmaviridae,43.69
Taxonomy,Salasmaviridae,43.27
Taxonomy,Salasmaviridae,44.1
Taxonomy,Salasmaviridae,43.42
Taxonomy,Salasmaviridae,30.92
Taxonomy,Salasmaviridae,36.04
Taxonomy,Salasmaviridae,38
Taxonomy,Salasmaviridae,38.07
Taxonomy,Schitoviridae,44.79
Taxonomy,Schitoviridae,44.87
Taxonomy,Schitoviridae,44.9
Taxonomy,Schitoviridae,44.9
Taxonomy,Schitoviridae,44.98
Taxonomy,Schitoviridae,45.06
Taxonomy,Schitoviridae,46.59
Taxonomy,Schitoviridae,44.86
Taxonomy,Schitoviridae,44.86
Taxonomy,Schitoviridae,45.27
Taxonomy,Schitoviridae,44.92
Taxonomy,Schitoviridae,45.05
Taxonomy,Schitoviridae,45.03
Taxonomy,Schitoviridae,45.04
Taxonomy,Schitoviridae,45.23
Taxonomy,Drexlerviridae,55.35
Taxonomy,Drexlerviridae,55.64
Taxonomy,Drexlerviridae,51.75
Taxonomy,Salasmaviridae,39.49
Taxonomy,Salasmaviridae,40.16
Taxonomy,Salasmaviridae,42.18
Taxonomy,Salasmaviridae,42.12
Taxonomy,Salasmaviridae,44.81
Taxonomy,Salasmaviridae,44.64
Taxonomy,Salasmaviridae,29.19
Taxonomy,Salasmaviridae,28.6
Taxonomy,Salasmaviridae,38.69
Taxonomy,Salasmaviridae,37.48
Taxonomy,Salasmaviridae,37.19
Taxonomy,Salasmaviridae,38.72
Taxonomy,Salasmaviridae,38.21
Taxonomy,Salasmaviridae,45.87
Taxonomy,Salasmaviridae,44.75
Taxonomy,Salasmaviridae,45.37
Taxonomy,Salasmaviridae,44.72
Taxonomy,Salasmaviridae,55.62
Taxonomy,Salasmaviridae,46.29
Taxonomy,Salasmaviridae,46.4
Taxonomy,Salasmaviridae,41.44
Taxonomy,Salasmaviridae,39.85
Taxonomy,Salasmaviridae,33.6
Taxonomy,Salasmaviridae,44.88
Taxonomy,Salasmaviridae,34.92
Taxonomy,Salasmaviridae,36.81
Taxonomy,Salasmaviridae,34.2
Taxonomy,Salasmaviridae,33.65
Taxonomy,Salasmaviridae,33.66
Taxonomy,Salasmaviridae,40.26
Taxonomy,Salasmaviridae,40.23
Taxonomy,Salasmaviridae,40.21
Taxonomy,Schitoviridae,43.98
Taxonomy,Drexlerviridae,44.19
Taxonomy,Drexlerviridae,44.76
Taxonomy,Drexlerviridae,44.76
Taxonomy,Drexlerviridae,44.69
Taxonomy,Drexlerviridae,44.19
Taxonomy,Drexlerviridae,44.55
Taxonomy,Drexlerviridae,44.56
Taxonomy,Drexlerviridae,43.35
Taxonomy,Drexlerviridae,44.78
Taxonomy,Drexlerviridae,44.49
Taxonomy,Drexlerviridae,44.21
Taxonomy,Drexlerviridae,44.29
Taxonomy,Drexlerviridae,43.66
Taxonomy,Drexlerviridae,44.35
Taxonomy,Drexlerviridae,44.34
Taxonomy,Drexlerviridae,43.51
Taxonomy,Drexlerviridae,44.1
Taxonomy,Drexlerviridae,44.11
Taxonomy,Drexlerviridae,44.12
Taxonomy,Drexlerviridae,44.1
Taxonomy,Drexlerviridae,44.06
Taxonomy,Drexlerviridae,44.07
Taxonomy,Drexlerviridae,44.1
Taxonomy,Drexlerviridae,44.08
Taxonomy,Drexlerviridae,44.08
Taxonomy,Drexlerviridae,44.08
Taxonomy,Drexlerviridae,45.82
Taxonomy,Drexlerviridae,43.87
Taxonomy,Drexlerviridae,43.54
Taxonomy,Drexlerviridae,43.71
Taxonomy,Drexlerviridae,44.59
Taxonomy,Drexlerviridae,43.87
Taxonomy,Drexlerviridae,44.59
Taxonomy,Drexlerviridae,42.98
Taxonomy,Drexlerviridae,43.55
Taxonomy,Drexlerviridae,43.37
Taxonomy,Drexlerviridae,43.9
Taxonomy,Drexlerviridae,43.37
Taxonomy,Drexlerviridae,43.83
Taxonomy,Drexlerviridae,43.55
Taxonomy,Drexlerviridae,43.56
Taxonomy,Salasmaviridae,39.27
Taxonomy,Salasmaviridae,38.8
Taxonomy,Salasmaviridae,32.56
Taxonomy,Salasmaviridae,32.82
Taxonomy,Herelleviridae,35.48
Taxonomy,Salasmaviridae,38.07
Taxonomy,Herelleviridae,31.41
Taxonomy,Herelleviridae,29.97
Taxonomy,Herelleviridae,31.49
Taxonomy,Herelleviridae,33.87
Taxonomy,Herelleviridae,33.96
Taxonomy,Herelleviridae,33.98
Taxonomy,Herelleviridae,39.73
Taxonomy,Salasmaviridae,45.72
Taxonomy,Herelleviridae,44.99
Taxonomy,Herelleviridae,37.82
Taxonomy,Herelleviridae,38.12
Taxonomy,Herelleviridae,37.98
Taxonomy,Herelleviridae,41.3
Taxonomy,Herelleviridae,39.24
Taxonomy,Herelleviridae,38.02
Taxonomy,Herelleviridae,38.21
Taxonomy,Herelleviridae,38.21
Taxonomy,Herelleviridae,40.32
Taxonomy,Herelleviridae,40.63
Taxonomy,Herelleviridae,40.6
Taxonomy,Herelleviridae,40.97
Taxonomy,Herelleviridae,32.19
Taxonomy,Salasmaviridae,32.98
Taxonomy,Salasmaviridae,31.01
Taxonomy,Salasmaviridae,29.81
Taxonomy,Salasmaviridae,33.65
Taxonomy,Salasmaviridae,33.66
Taxonomy,Salasmaviridae,35.51
Taxonomy,Salasmaviridae,33.05
Taxonomy,Salasmaviridae,29.82
Taxonomy,Salasmaviridae,33.02
Taxonomy,Salasmaviridae,28.34
Taxonomy,Salasmaviridae,37.48
Taxonomy,Salasmaviridae,37.59
Taxonomy,Salasmaviridae,37.54
Taxonomy,Salasmaviridae,38.04
Taxonomy,Salasmaviridae,43.77
Taxonomy,Salasmaviridae,43.12
Taxonomy,Salasmaviridae,49.25
Taxonomy,Salasmaviridae,48.94
Taxonomy,Salasmaviridae,49.43
Taxonomy,Salasmaviridae,48.99
Taxonomy,Salasmaviridae,47.87
Taxonomy,Salasmaviridae,48.94
Taxonomy,Salasmaviridae,40.43
Taxonomy,Salasmaviridae,40.02
Taxonomy,Salasmaviridae,40.41
Taxonomy,Salasmaviridae,40.02
Taxonomy,Salasmaviridae,40.05
Taxonomy,Salasmaviridae,45.28
Taxonomy,Salasmaviridae,40.41
Taxonomy,Salasmaviridae,40.83
Taxonomy,Salasmaviridae,34.83
Taxonomy,Salasmaviridae,39.11
Taxonomy,Salasmaviridae,41.43
Taxonomy,Salasmaviridae,38.62
Taxonomy,Salasmaviridae,35.97
Taxonomy,Salasmaviridae,36.01
Taxonomy,Salasmaviridae,38.62
Taxonomy,Salasmaviridae,39.8
Taxonomy,Salasmaviridae,39.03
Taxonomy,Salasmaviridae,40.63
Taxonomy,Salasmaviridae,38.42
Taxonomy,Salasmaviridae,39.82
Taxonomy,Salasmaviridae,40.48
Taxonomy,Salasmaviridae,39.86
Taxonomy,Salasmaviridae,39.44
Taxonomy,Salasmaviridae,39.65
Taxonomy,Salasmaviridae,40.21
Taxonomy,Salasmaviridae,36.84
Taxonomy,Salasmaviridae,40.32
Taxonomy,Salasmaviridae,39.81
Taxonomy,Salasmaviridae,39.97
Taxonomy,Salasmaviridae,41.15
Taxonomy,Salasmaviridae,39.33
Taxonomy,Herelleviridae,38.84
Taxonomy,Herelleviridae,39.25
Taxonomy,Herelleviridae,39.66
Taxonomy,Salasmaviridae,41.52
Taxonomy,Salasmaviridae,39.89
Taxonomy,Salasmaviridae,39.89
Taxonomy,Salasmaviridae,38.31
Taxonomy,Salasmaviridae,36.91
Taxonomy,Salasmaviridae,36.93
Taxonomy,Salasmaviridae,39.71
Taxonomy,Salasmaviridae,36.38
Taxonomy,Herelleviridae,39.25
Taxonomy,Herelleviridae,39.66
Taxonomy,Salasmaviridae,41.23
Taxonomy,Salasmaviridae,37.64
Taxonomy,Salasmaviridae,37.67
Taxonomy,Salasmaviridae,40.56
Taxonomy,Drexlerviridae,42.87
Taxonomy,Salasmaviridae,37.92
Taxonomy,Drexlerviridae,56.49
Taxonomy,Schitoviridae,64.95
Taxonomy,Salasmaviridae,44.75
Taxonomy,Salasmaviridae,45.2
Taxonomy,Salasmaviridae,40.01
Taxonomy,Salasmaviridae,40.04
Taxonomy,Salasmaviridae,28.74
Taxonomy,Drexlerviridae,53.68
Taxonomy,Drexlerviridae,52.75
Taxonomy,Salasmaviridae,33.69
Taxonomy,Salasmaviridae,36.96
Taxonomy,Salasmaviridae,37.02
Taxonomy,Salasmaviridae,36.78
Taxonomy,Salasmaviridae,36.89
Taxonomy,Salasmaviridae,36.65
Taxonomy,Salasmaviridae,35.41
Taxonomy,Salasmaviridae,35.17
Taxonomy,Salasmaviridae,39.76
Taxonomy,Salasmaviridae,37.69
Taxonomy,Salasmaviridae,38.28
Taxonomy,Salasmaviridae,38.51
Taxonomy,Salasmaviridae,38.16
Taxonomy,Salasmaviridae,39.76
Taxonomy,Salasmaviridae,38.14
Taxonomy,Salasmaviridae,38.21
Taxonomy,Salasmaviridae,40.1
Taxonomy,Salasmaviridae,39.84
Taxonomy,Salasmaviridae,44.18
Taxonomy,Salasmaviridae,43.88
Taxonomy,Salasmaviridae,43.64
Taxonomy,Salasmaviridae,39.51
Taxonomy,Salasmaviridae,39.51
Taxonomy,Salasmaviridae,42.52
Taxonomy,Salasmaviridae,40.1
Taxonomy,Salasmaviridae,39.46
Taxonomy,Salasmaviridae,38.46
Taxonomy,Salasmaviridae,39.49
Taxonomy,Salasmaviridae,38.02
Taxonomy,Salasmaviridae,35.14
Taxonomy,Salasmaviridae,35.07
Taxonomy,Salasmaviridae,34.93
Taxonomy,Salasmaviridae,35.41
Taxonomy,Salasmaviridae,35.9
Taxonomy,Salasmaviridae,35.03
Taxonomy,Salasmaviridae,35.25
Taxonomy,Salasmaviridae,35.53
Taxonomy,Salasmaviridae,35.54
Taxonomy,Salasmaviridae,35.14
Taxonomy,Salasmaviridae,35.2
Taxonomy,Salasmaviridae,40.1
Taxonomy,Salasmaviridae,35.14
Taxonomy,Salasmaviridae,35.88
Taxonomy,Salasmaviridae,35.88
Taxonomy,Salasmaviridae,37.93
Taxonomy,Herelleviridae,37.01
Taxonomy,Herelleviridae,37.14
Taxonomy,Herelleviridae,36.89
Taxonomy,Herelleviridae,37.19
Taxonomy,Salasmaviridae,36.38
Taxonomy,Salasmaviridae,37.97
Taxonomy,Herelleviridae,36.95
Taxonomy,Salasmaviridae,36.9
Taxonomy,Herelleviridae,37
Taxonomy,Salasmaviridae,37.6
Taxonomy,Herelleviridae,37.03
